business_id,date,stars,service,time,attitude,staff,friendly,welcoming,manager,supervisor,helpful,employee,polite,fast,customer,train,rude,wrong,serving,line,girl,guy,experience,cashier,lady,worker,minute,wait,online,ready,slow,am,pm,pickup,hour,management,gloves,hand,app,deliver,missing,card,phone,quick,busy
QO3STMziAt4n10ZNBLYgbg,2018-04-19 17:51:19,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2013-03-04 17:41:54,3.0,,,,,0.4939,,,,,,,,,,,,,-0.4404,,,,,,,,0.3612,,,,,,,,0.3182,,,,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2017-12-09 08:31:43,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2014-10-17 19:34:33,3.0,,,,,,,,,0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2007-01-23 04:19:02,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2007-07-15 00:43:58,1.0,,,,,,,,,,,,,,,,,,,,,-0.5423,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2015-08-02 20:01:04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2016-08-17 20:12:25,1.0,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4025,0.2732,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2013-03-25 03:10:52,2.0,,,,0.06709999999999999,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2013-04-22 21:09:22,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2014-04-22 20:37:06,1.0,,,,,,,,,,,,,,,,-0.4767,,,-0.2732,0.31720000000000004,,,,-0.4019,,,,,,0.03746666666666668,,,,,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2016-10-06 13:54:52,5.0,,,,,,,,,,,,,,,,,,,,0.6249,,,,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2013-11-01 20:54:55,4.0,,,,,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2017-12-10 14:22:54,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2732,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2010-07-17 16:12:57,4.0,,,,0.6705,0.6705,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2010-07-18 09:43:17,4.0,,-0.2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2015-01-27 03:58:12,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2016-01-08 22:35:12,2.0,,,,,,,,,,,,,,,,,,0.296,,,,,,,,,,,,0.3612,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2015-12-25 16:52:18,4.0,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,0.4588,,,,,,,,,,,0.66845,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2015-05-20 00:44:27,4.0,,0.4019,,,,,,,,,,,0.5719,,,,,-0.25,,,,,,,,,,,,0.21336666666666662,,,,,,,0.4869,,,,0.4019,-0.2235,
UCX4-4Z6z7bdgUwWjF7Oxg,2013-11-05 03:44:43,5.0,,,,0.5994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8625,0.3089,,,,,,0.5994
9M7NW9QTuzuCuvLJtZu6AQ,2012-08-22 03:09:46,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4939,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2012-07-22 01:54:14,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2011-02-22 03:12:35,3.0,,,,,,,,,,,,,,,,0.4137,,0.6705,,,,,,,,,,,,,,,,,,,,,,,,0.6705,
9M7NW9QTuzuCuvLJtZu6AQ,2011-08-05 21:28:41,3.0,,,,,,,,,,-0.2732,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3875,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2015-02-22 01:25:56,4.0,,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128
UCX4-4Z6z7bdgUwWjF7Oxg,2018-04-10 00:49:11,3.0,,,,,,,,,,,,,-0.652,,,,,,,,,,,0.6249,,,,,,,,,,,,,-0.652,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2016-06-04 17:28:06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2010-12-15 04:14:07,1.0,,-0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2017-01-19 22:19:27,5.0,,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55615,,,,,,,-0.34,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2010-07-23 16:30:03,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3252,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2014-07-03 05:54:33,4.0,,-0.1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2013-10-14 04:01:37,4.0,,,,0.4215,,,,,,,,,,,,,0.4019,,,,,,,,,,,,,0.4967,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2014-12-24 02:45:23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2015-09-16 15:56:13,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2015-12-11 17:20:36,1.0,-0.6249,,,,,,,,,,,,-0.6249,,,-0.4767,,,,,,-0.4767,,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2015-11-11 19:18:30,5.0,-0.4168,0.25229999999999997,,,,,,,,0.4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2016-01-27 02:38:21,1.0,,,,,,,,,,,,,,,,,,0.4939,,,,,,,,,0.4939,,,,,,,,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2016-08-07 18:48:49,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2009-11-18 22:44:41,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2011-01-25 17:45:46,5.0,0.4404,-0.3612,,,0.7964,,0.5994,,,-0.1779,,,0.4404,,,,,,,,0.4767,,,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2016-07-31 02:11:14,1.0,-0.4767,,,,,,,,,,,,-0.4767,,,,,0.4215,,,,,,,,,0.4215,,,0.2732,,,,,,,,,,,0.0772,,
9M7NW9QTuzuCuvLJtZu6AQ,2015-08-26 00:55:31,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2012-01-17 08:32:24,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2018-02-07 04:37:23,1.0,,0.4767,,0.8591,,,,,,,,,,,,,,-0.3818,,,,,,-0.7121,,,,,,0.0201,,,,,-0.7121,0.0201,-0.4019,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2012-04-12 23:36:53,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QO3STMziAt4n10ZNBLYgbg,2018-02-16 12:14:10,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2016-12-09 03:08:56,3.0,,,,,,,,,,,,,,,,,,0.44789999999999996,,,,,,,,,,,,,,,,,,,0.4019,,,,,0.44789999999999996,
9M7NW9QTuzuCuvLJtZu6AQ,2010-01-25 17:55:38,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2017-02-03 18:00:00,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343,,,,,,,,,,,,,
QO3STMziAt4n10ZNBLYgbg,2018-03-09 16:14:50,3.0,-0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2013-01-11 19:41:02,3.0,,,,,,,,,,,,0.0754,,,,,,,,,,-0.1298,,,-0.1298,-0.1298,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2016-05-11 19:59:44,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258,,,,0.0258,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2017-04-14 01:18:40,1.0,,,,,,,,,,,,,,,,,,0.4019,,,,,,,,,0.4019,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2016-08-09 03:21:21,5.0,,,,0.4939,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7783,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2011-11-07 07:52:43,4.0,,,,0.6124,,,,,,,,,0.7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4728
leBIJOs_IqI_oNDfRZpVFg,2012-03-14 21:29:34,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2016-10-29 19:40:10,2.0,,,,,,,,,,,,,,,,,,0.5106,,,,,,,,0.5106,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2010-04-06 15:58:24,4.0,,,,,,,,,,,,,,,,,,-0.1027,,,,,,,,,,,,,,,,,,,,,,,,-0.1027,
9M7NW9QTuzuCuvLJtZu6AQ,2013-05-17 23:44:14,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2015-05-07 17:38:07,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2014-08-02 18:29:06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2016-07-29 15:25:01,5.0,,,,,0.4939,,,,,,,,,,,,,,,-0.3182,0.6369,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2015-01-11 01:43:56,2.0,0.0088,,,,,,0.33335000000000004,,,0.2263,,,0.0088,,,,,,,,,,,,,,,,,0.34,,,,,,,0.34,,,,,,
aBc7WUj33_k1VqDPQ592lg,2015-04-07 18:45:03,3.0,,,,0.4939,0.4939,,,,,,,,,,,,,,,,0.4939,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2015-10-31 02:18:24,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2014-10-24 19:00:32,3.0,,,,,,,,,,,,,,,,,,-0.4588,,,,,,,,-0.4588,-0.4588,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2012-06-09 16:28:56,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2017-05-19 19:52:24,2.0,,,,,,,,,,,,,,,,,0.3612,,,,,,,,,,,,,,,,,,,,0.18015,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2011-09-09 04:18:18,1.0,,-0.1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2017-02-13 17:32:14,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215,
leBIJOs_IqI_oNDfRZpVFg,2013-12-20 19:09:36,5.0,,,,,,,,,,,,,,,,,,,,,,,,0.3818,,,,,,,,,,,,,0.7096,,,,,,
162wp2k2ifFFljhyzCU3iw,2018-10-02 01:38:17,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5719,,,,,-0.5719,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2010-02-12 00:06:01,5.0,,0.5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2263,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2017-04-03 17:27:24,2.0,,,,,,,,,,,,,,,,,-0.4228,,,,,,,,,,,,,,,,,,,,-0.4228,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2011-08-09 23:00:20,3.0,,,,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2017-09-14 23:07:50,1.0,,,,,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2014-03-06 21:41:17,3.0,-0.0917,,,,,,,,,,,,,,,,,-0.0634,,,,,,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2013-03-29 16:15:20,1.0,-0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3612,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2017-06-11 10:23:26,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5859,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2014-12-07 22:16:35,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2011-04-03 04:10:19,4.0,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46715,
UCX4-4Z6z7bdgUwWjF7Oxg,2012-05-08 21:21:44,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2014-01-30 17:50:09,5.0,0.4404,,,,0.658,,,,,,,,,,,,,,,,,0.658,,,,,,,,,,,,,,,0.3724,,,,,,
QO3STMziAt4n10ZNBLYgbg,2016-09-22 01:10:55,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,
NTPlGlURN-Zfz8ntMXPh-A,2015-06-17 00:52:29,5.0,0.5859,,,0.4939,0.5849,,,,,,,,,,,,,,,,,,,,,,,,,0.5859,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2013-01-08 19:19:45,4.0,,0.4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2015-10-31 17:30:24,2.0,,0.13210000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4588,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2017-11-22 01:21:53,1.0,,,,,,,,,,,,,,,,,,,,,-0.5267,,,,,,,,,,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2015-04-23 21:22:21,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4404,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2012-08-26 22:33:17,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2014-11-03 00:19:45,2.0,,-0.3197,-0.4767,,,,,,,-0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2017-04-26 19:56:04,3.0,0.4939,,,,,,,,,,,,,,,-0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.128
P-yxM00nXUm7x-VPuiEQKQ,2015-06-17 00:00:11,3.0,,,,,,,,,,,,,,,,,,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2016-10-31 21:59:23,1.0,-0.5719,,,,,,0.3182,,,,,,-0.5719,,,,,0.3612,,,,,,,,,,,,-0.4404,,,,,,,0.3182,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2014-09-16 18:40:04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jABFzSWTn9mIMDEEm8GV-A,2017-03-20 03:40:31,2.0,,-0.5106,,,-0.3612,,,,,,,,,,-0.4588,,,,,,0.296,0.3612,,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2017-01-10 02:22:07,1.0,-0.7506,,,,,,,,,,,,-0.7506,,-0.3818,,,,,,,,,-0.296,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2010-01-28 00:59:10,5.0,,,,0.6249,,,,,,,,0.6249,,,,,,,,,,,,,,,,,,0.5859,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2014-11-02 20:51:18,5.0,0.5859,,,,,,,,,,,,0.5719,,,,0.5719,,,,-0.5216,,,,,,,,,0.60495,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2015-02-22 00:24:05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2015-09-17 12:36:58,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05360000000000001,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2014-08-05 16:53:41,3.0,,,,,,,,,,0.4215,,,,,,,,,,,,,,,,0.16984999999999997,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2010-10-20 13:37:50,5.0,,,,0.4939,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,-0.1589,,,,,,,,,-0.4404,,,,
UeTRBY9oOzD9FG5YHnDFRw,2011-12-17 06:49:36,5.0,0.3724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3724,,,,,,
foo5OSd_H0xLGvCrtor4gA,2017-12-20 15:57:40,3.0,,,,,0.4939,,,,,0.23405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2013-06-07 16:30:46,2.0,,,0.4576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4576,,,,,,
foo5OSd_H0xLGvCrtor4gA,2012-09-23 19:50:01,4.0,,,,0.4939,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2016-04-30 02:14:04,1.0,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2018-05-15 16:15:55,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4404,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2017-08-27 20:01:16,1.0,,,,-0.25,,,,,,,0.6115,,,,,,,,,,,,,,,,,,,,,,,,,,0.6115,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2015-06-27 01:05:53,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2014-02-16 20:05:05,2.0,,0.49305,,,,,,,,,,,-0.1027,,,,,,,,,,,,,-0.1027,,,,0.3182,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2015-08-27 20:25:52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2015-10-21 21:17:03,1.0,,,,,,,,,,,,,,,,,,,,,-0.20256666666666667,,,,,,,,,-0.04600000000000001,,,,,,,-0.4939,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2014-03-09 18:49:42,3.0,,,,0.27025,0.4939,,,,,,,,0.0422,,0.357,,,,,,,0.4939,,,,,,,,,,,,,,,0.7096,,,,,0.4939,
9M7NW9QTuzuCuvLJtZu6AQ,2015-10-21 00:58:17,3.0,,,,,,,,,,,,,,,,,,0.0772,,,,,,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2017-03-21 20:04:25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2016-02-15 03:00:07,1.0,-0.6249,0.4588,,-0.5423,,,,,,,,,-0.6249,,,,,,,,0.4588,,,,,,,,,-0.5423,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2015-11-13 02:31:16,1.0,-0.6249,,,,,,,,,,,,-0.6249,,-0.4588,,,-0.4588,,,,,,,0.2263,,-0.4588,,,-0.6908,,,,,,,-0.25,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2013-05-18 04:38:12,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2016-07-11 15:25:37,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5859,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2015-01-13 20:07:01,5.0,,,,,,,,,,,,,,,,,,,0.5106,,,,,,,,,,,0.4144,,,,,,0.4939,0.6295,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2009-11-17 20:14:47,4.0,,,,,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,,,,,,,0.5574,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2015-06-14 02:06:31,1.0,-0.5072,,,-0.5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2016-05-11 13:34:40,3.0,-0.4019,-0.25,,,,,,,,,,,0.04600000000000001,,,,,0.13834999999999997,,,0.34,,,,,,,,,0.6369,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2011-07-17 17:26:42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2013-05-02 23:43:06,4.0,,-0.0072,,-0.3875,-0.3875,,,,,,,-0.3244,,,,,,-0.0072,,,,,,,,,,,,,,,,,,,,,,,,-0.3244,-0.3875
aBc7WUj33_k1VqDPQ592lg,2017-01-10 16:02:03,5.0,0.6249,,,0.6249,,,,,,,,,0.6249,,,,,,,,,,,,,-0.4019,,,,,,,,,,,,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2014-11-23 05:34:19,4.0,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2018-06-15 14:26:24,3.0,,,,,,,,,,0.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2012-04-21 14:13:27,1.0,,,,,,,,,,,,,,,-0.4033,,-0.6808,,,,,,,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2012-08-26 21:45:42,2.0,,,,,,,,,,0.7906,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.5423,
P-yxM00nXUm7x-VPuiEQKQ,2016-08-11 01:15:16,5.0,,,,0.8402,0.9042,,,,,,,,,,,,,,,,0.9468,,,,,,,,,0.9042,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2016-11-29 17:45:01,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2013-12-19 00:36:33,1.0,-0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2014-12-07 16:16:33,4.0,,,,,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4939,
FGcAHfKn9es45UK2-2V8Vg,2016-12-28 15:54:01,4.0,,,,-0.1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2010-12-12 03:16:15,4.0,,,,0.7096,0.7096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2013-09-14 06:19:16,4.0,,,,0.4404,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,0.6369,,,,,,,,,,,,,
NTPlGlURN-Zfz8ntMXPh-A,2015-08-29 18:19:43,4.0,,0.3612,,,,,,,,0.4215,,,,,,,,0.6369,,,,,,,,0.6369,,0.3612,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2014-11-04 04:34:30,5.0,,,,0.4939,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2014-06-23 02:23:31,2.0,-0.858,,,,,,,,,,,,-0.858,,-0.62105,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2015-05-22 16:36:14,4.0,0.6249,,,,,,,,0.4215,,,,0.6249,,,,,0.5748,,,0.25,,,0.5859,,0.5859,,,,,,,,,,0.4588,0.6908,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2014-06-20 23:39:29,2.0,,,,,,,,,,,,,,,,,,,,,-0.5423,,,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2013-02-09 15:37:50,4.0,,,,,0.6249,,,,,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2013-05-20 20:26:35,2.0,,,,0.7269,,,,,,,,,,,,,,,,,,,,,,,,,,0.63365,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2015-11-14 18:43:01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPlGlURN-Zfz8ntMXPh-A,2015-06-03 17:15:28,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7269,,,,,,,,,,,,,
jABFzSWTn9mIMDEEm8GV-A,2016-12-27 19:09:31,5.0,,0.5859,,0.6369,0.875,,,,,,,,,,,,,,,,,,,,,,,,,0.5859,,,,,,,,,,,,,
