business_id,date,stars,ambiance,environment,atmosphere,dirty,filthy,counter,seat,music,wifi,window,floor,decor,door,table,clean,trash,gloves,disgusting,mess,parking
P-yxM00nXUm7x-VPuiEQKQ,2015-07-01 22:56:47,1.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2018-01-19 07:32:44,1.0,,,,,,,,,,,,,,,,0.0258,,-0.5267,,
162wp2k2ifFFljhyzCU3iw,2014-08-05 03:46:47,5.0,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2016-03-26 18:01:43,1.0,,,,,,,,,,,,,,,,0.2263,,,,
P-yxM00nXUm7x-VPuiEQKQ,2018-12-07 22:42:42,1.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2016-04-20 15:23:20,5.0,,,,,,,,,,,,,,,0.4019,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2016-03-28 01:18:53,2.0,,,,,,,,,,,,,,,0.4019,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2012-05-25 09:35:46,5.0,,,,,,,,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2014-07-09 16:56:34,5.0,,,,,,,,,,,,,,,0.4019,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2010-08-17 01:24:06,5.0,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2018-01-19 00:36:00,2.0,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2011-04-13 23:44:41,5.0,,,,,,,,,,,,,,,,,,,0.5842,
UeTRBY9oOzD9FG5YHnDFRw,2008-07-29 05:27:08,3.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2012-03-18 00:45:56,1.0,,,,,,,,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2018-02-20 19:20:51,1.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2018-04-01 05:13:43,2.0,,,,,,,,,,,,,,,,,,,,
NTPlGlURN-Zfz8ntMXPh-A,2019-04-05 13:29:25,1.0,,,,-0.128,,,,,,,,,,,0.4588,,,,,
FGcAHfKn9es45UK2-2V8Vg,2016-05-03 02:24:09,1.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2016-09-14 05:29:10,1.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2017-04-29 19:13:02,1.0,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2012-08-03 19:58:47,4.0,,,,,,,,,,,,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2018-12-30 21:25:22,1.0,,,,-0.4927,,,,,,,,,,,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2019-04-08 16:40:48,4.0,,,,,,,,,,,,,,,0.6705,,,,,
3vDX1h7by7FOuw0bBZdtdw,2015-12-20 18:43:45,1.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2019-01-19 02:11:04,1.0,,,,-0.4927,,,,,,,,,,,,,,,-0.3612,
UeTRBY9oOzD9FG5YHnDFRw,2013-02-18 14:51:35,3.0,,,,,,,,,,,,,,,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2016-02-12 19:06:10,2.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2016-07-07 00:18:04,1.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2016-03-03 09:19:16,3.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2011-06-27 21:37:20,4.0,,,,,,,,,,,,,,,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2012-03-20 22:00:16,3.0,,,,,,,,,,,,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2018-09-21 17:04:03,1.0,,,,,,0.9231,0.9231,,,,,,,,0.9231,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2015-11-18 03:30:56,2.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2015-04-27 01:02:15,3.0,,,,,,,,,,,,,,,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2016-03-03 01:40:09,1.0,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2018-06-18 15:53:54,3.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2012-12-30 21:50:36,2.0,,,,-0.4404,,,,,,,,,,-0.4404,-0.4404,,,,,
3vDX1h7by7FOuw0bBZdtdw,2014-03-29 12:30:34,4.0,,,,,,,,,,,,,,0.659,,,,-0.2263,,
m_6GK4EnjmNyaeKnyfULNQ,2013-05-05 21:35:47,5.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2018-03-13 21:10:04,2.0,,,,,,,,,,,,,,,,,,,,
162wp2k2ifFFljhyzCU3iw,2018-01-07 03:37:58,1.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2017-04-02 00:50:57,2.0,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2011-11-26 06:39:47,4.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2017-12-09 21:51:48,1.0,,,,-0.4404,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2012-11-29 00:25:37,1.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2014-01-31 03:17:41,5.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2015-04-14 18:32:38,1.0,,,,-0.4404,,,,,,,,,,-0.4404,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2015-03-29 18:25:23,1.0,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2015-03-02 22:38:14,2.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2016-05-30 21:21:43,2.0,,,,,,-0.2023,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2011-04-06 00:13:56,3.0,,,,,,,,,,,,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2018-12-20 00:37:25,1.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-01-25 01:15:45,2.0,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2015-03-18 01:59:36,2.0,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2015-12-04 22:22:50,2.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2010-04-14 18:24:01,4.0,,,,,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2019-01-25 00:56:29,2.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2018-12-28 17:08:24,1.0,,,,,,,,,,,,,,,,,,,,
NTPlGlURN-Zfz8ntMXPh-A,2018-11-08 00:25:25,2.0,,,,,,,,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2012-01-30 04:14:18,1.0,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2018-12-09 23:41:26,2.0,,,,,,,,,,,,,,,,,,,,
l99JoOyGKuZlMHsfirEMQw,2017-11-06 17:30:53,5.0,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2013-09-03 02:26:51,2.0,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2018-11-25 01:04:04,2.0,,,,,,,,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2016-07-02 22:19:21,5.0,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2018-12-27 02:17:38,2.0,,,,-0.4404,,,,,,,,,,-0.4404,0.765,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2018-05-18 23:43:16,3.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2016-10-24 23:38:00,2.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2019-04-04 23:37:18,1.0,,,,,,,,,,,,,,0.3182,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2014-09-07 05:02:14,3.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2013-07-07 17:31:12,2.0,,,,-0.4404,,,,,,,-0.4404,,,,,,,,,0.0772
P-yxM00nXUm7x-VPuiEQKQ,2013-05-05 16:42:08,4.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2018-03-12 00:35:28,3.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2014-09-22 02:08:09,4.0,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2011-03-13 13:50:40,4.0,,,,,,,,,,,,,,,,,,,,
jABFzSWTn9mIMDEEm8GV-A,2017-03-13 20:04:59,4.0,,,,,,,,,,,,,,,0.4019,,,,,
leBIJOs_IqI_oNDfRZpVFg,2012-01-31 02:42:52,3.0,,,,,,,,,,,,,,,,,,,0.7258,
P-yxM00nXUm7x-VPuiEQKQ,2010-08-11 23:53:33,5.0,,,,,,,,,,,,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2019-03-31 19:27:34,1.0,,,,,,,,,,,,,,,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2014-09-24 08:48:42,3.0,,,,,,,0.5423,,,,,,,,,,0.4404,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-07-22 23:30:31,5.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2018-12-09 03:41:34,1.0,,,,,,,,,,,,,,,,,,,,
162wp2k2ifFFljhyzCU3iw,2014-11-30 16:04:17,5.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2018-07-03 02:31:20,5.0,,,,,,,,,,,,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2019-02-27 02:13:18,2.0,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2015-03-25 23:00:54,4.0,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2008-03-28 16:21:11,1.0,,,,,,,,,,,,,,,,,,,-0.3612,
UeTRBY9oOzD9FG5YHnDFRw,2015-08-17 02:52:50,1.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2014-12-16 04:44:07,4.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2011-06-21 15:04:42,5.0,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2016-11-08 21:29:00,2.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2008-08-07 20:20:53,4.0,,,,,,,,,,,,,,,,,,,,
l99JoOyGKuZlMHsfirEMQw,2017-11-04 15:57:31,1.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2019-01-23 00:50:17,4.0,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2014-07-10 11:46:54,4.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2018-11-11 01:20:52,3.0,,,,,,,,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2019-02-14 14:01:40,1.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2018-11-18 16:54:51,5.0,,,,,,,,,,,,,,,0.4019,,,,,
3vDX1h7by7FOuw0bBZdtdw,2019-04-02 06:50:29,1.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2019-01-06 05:53:28,1.0,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2019-06-04 20:51:47,1.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2019-08-04 03:12:30,5.0,,,,,,,,,,,,,,,,,,,,
jABFzSWTn9mIMDEEm8GV-A,2020-09-29 01:56:51,1.0,,,,,,,,,,,,,-0.2872333333333334,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-09-21 05:35:21,1.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2020-01-22 04:37:31,2.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2020-04-26 22:04:46,2.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2019-10-03 02:00:45,2.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2019-12-22 01:12:21,1.0,,,,,,,,,,,,,,,,,,-0.5267,,
9fl7en6QK-ywmRQ7o1lxog,2018-12-30 22:19:27,1.0,,,,,,,,,,,,,,-0.5095,0.4588,,,,,
leBIJOs_IqI_oNDfRZpVFg,2015-01-08 18:17:43,4.0,,,,,,0.4939,,,,,,,,,,,,,,
NTPlGlURN-Zfz8ntMXPh-A,2020-01-31 17:09:09,1.0,,,,,,-0.3612,,,,,,,,-0.3612,0.0516,,,,-0.3612,
FGcAHfKn9es45UK2-2V8Vg,2018-10-29 15:28:36,1.0,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2018-01-29 15:07:58,2.0,,,,,,,0.4868,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2020-09-06 22:57:12,1.0,,,,,,,,,,,,,,,,,,,,
VhRMQHmdBvOU64RXmPG7ZQ,2019-11-20 21:46:17,1.0,,,,,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2015-09-17 13:39:50,1.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2020-04-26 01:19:53,1.0,,,,,,,,,,,,,,,,,,,,
tSe7YQcpsabdujdtZJe41Q,2021-01-14 18:31:18,1.0,,,,,,,,,,,,,,,,,,,,
jABFzSWTn9mIMDEEm8GV-A,2019-09-13 06:07:28,2.0,,,,,,,,,,,,,,,0.4019,,,,,
3vDX1h7by7FOuw0bBZdtdw,2017-09-19 19:00:32,5.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2018-12-19 20:33:15,1.0,,,,-0.4404,,,,,,,-0.4404,,,-0.4404,,,,,,
foo5OSd_H0xLGvCrtor4gA,2019-07-28 16:00:49,2.0,,,,,,,,,,,,,,,,,,,,
l99JoOyGKuZlMHsfirEMQw,2019-11-06 15:56:44,5.0,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2019-10-16 00:45:53,1.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2020-11-29 22:28:10,1.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2017-08-15 03:49:59,1.0,,,,,,,,,,,,,,,,,,,,
VhRMQHmdBvOU64RXmPG7ZQ,2019-08-27 23:48:55,5.0,,,,,,,,,,,,,,,0.6705,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2015-04-11 23:53:43,1.0,,,,-0.6808,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2019-06-11 13:01:40,1.0,,,,,,,,,,,,,,,,,,,,
jABFzSWTn9mIMDEEm8GV-A,2019-10-11 20:07:31,1.0,,,,,,,,,,,,,,,,,,,,
l99JoOyGKuZlMHsfirEMQw,2018-06-29 20:51:22,5.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2018-12-13 02:10:13,1.0,,,,,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2016-08-21 01:05:14,4.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-07-08 00:30:47,1.0,,,,,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2017-09-21 01:12:11,4.0,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2019-06-30 23:21:04,4.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2020-07-27 19:16:58,1.0,,,,,,,,,,,,,,,,,,-0.5267,,
UeTRBY9oOzD9FG5YHnDFRw,2018-11-24 23:01:17,1.0,,,,-0.4404,,,,,,,,,,-0.4404,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2019-07-21 22:11:10,1.0,,,,-0.44040000000000007,,,,,,,,,,,-0.6486,,,-0.743,,
P-yxM00nXUm7x-VPuiEQKQ,2014-12-06 20:42:12,2.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2019-02-12 04:20:20,1.0,,,,,,,,,,,0.2584,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2016-02-17 11:54:48,1.0,,,,,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2015-08-09 05:28:34,1.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2017-06-01 14:05:44,4.0,,,,,,,,0.6249,,,,,,,0.4019,,,,,
9fl7en6QK-ywmRQ7o1lxog,2018-06-11 13:37:58,1.0,,,,,,,,,,,-0.2263,,,,,,,,-0.2263,
NTPlGlURN-Zfz8ntMXPh-A,2019-08-26 19:03:00,1.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-06-09 23:48:43,1.0,,,,,,,,,,,,,,,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2019-09-27 03:45:37,1.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-04-26 06:07:50,5.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2017-04-07 03:43:47,1.0,,,,,,,,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2019-02-23 18:38:26,5.0,,,,,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2019-12-12 01:07:41,1.0,,,,,,-0.4588,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2018-02-27 22:49:43,3.0,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2020-02-17 01:16:19,1.0,,,,,,,,,,,,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2017-12-10 11:05:46,5.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-04-29 01:26:45,1.0,,,,,,,,,,,,,,,,,,,,
VhRMQHmdBvOU64RXmPG7ZQ,2019-11-25 18:43:39,2.0,,,,,,,,,,,,,,,,,,,,
NTPlGlURN-Zfz8ntMXPh-A,2019-04-06 20:53:51,3.0,,,,,,,,,,,,,,,,,,,,
VhRMQHmdBvOU64RXmPG7ZQ,2019-11-04 01:53:11,1.0,,,,,,,,,,,,,,,,,,-0.5267,,
P-yxM00nXUm7x-VPuiEQKQ,2019-01-07 20:02:38,2.0,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2019-09-05 22:59:00,1.0,,,,,,-0.5106,,,,,,,,,,,,,,
l99JoOyGKuZlMHsfirEMQw,2019-07-26 16:52:20,4.0,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2020-04-14 03:12:56,5.0,,,,,,,,,,,,,0.3612,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2016-01-20 02:44:30,1.0,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2017-02-17 20:47:53,1.0,,,,,,,,,,,,,,,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2016-03-02 21:07:22,1.0,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2019-06-14 17:57:56,2.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2008-04-10 18:24:53,5.0,,,,,,,,,,,,,,-0.296,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-01-28 17:01:49,1.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-01-12 21:25:44,1.0,,,,-0.4404,,,,,,,,,,,,,,,,
QO3STMziAt4n10ZNBLYgbg,2018-11-30 20:35:30,5.0,,,,,,,,,,,,,,,0.5994,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2020-05-12 02:42:29,2.0,,,,,,,,,,,,,,,,,,,-0.34,
m_6GK4EnjmNyaeKnyfULNQ,2017-04-07 23:18:10,1.0,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2019-01-29 20:35:05,2.0,,,,,,,,,,,,,,,,,,,,
P-yxM00nXUm7x-VPuiEQKQ,2019-12-20 20:15:09,1.0,,,,,,,,,,,,,,,,,,,,
162wp2k2ifFFljhyzCU3iw,2020-07-23 17:02:00,1.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2020-09-11 22:00:02,1.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-12-01 13:50:01,3.0,,,,,,,,,,,,,,,0.1812666666666667,-0.4391,,,-0.3612,
UeTRBY9oOzD9FG5YHnDFRw,2019-06-25 02:57:41,2.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2013-01-05 03:03:25,5.0,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2015-04-03 12:07:52,4.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2020-01-10 17:01:54,1.0,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2012-06-06 16:08:52,4.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2015-05-30 00:48:26,2.0,,,,-0.4404,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-05-13 00:17:24,1.0,,,,,,,,,,,,,,,,,,,,
UeTRBY9oOzD9FG5YHnDFRw,2020-08-13 21:13:03,2.0,,,,,,,,,,,,,,,,,,,-0.3612,
P-yxM00nXUm7x-VPuiEQKQ,2019-03-15 21:03:52,5.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-04-18 00:38:28,3.0,,,,,,,,,,,,,,,,,,,,
9fl7en6QK-ywmRQ7o1lxog,2019-05-19 23:31:44,1.0,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2016-04-28 15:34:47,5.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-04-20 18:34:37,2.0,,,,-0.4404,,,,,,,,,,-0.246,-0.4404,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2017-11-14 23:27:50,2.0,,,,,,,,,,,,,,,0.6808,,,,-0.4201,
UCX4-4Z6z7bdgUwWjF7Oxg,2016-10-11 23:45:22,4.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2017-11-05 18:07:03,3.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-08-11 01:09:51,1.0,,,,,,,,,,,,,,,,,,,,
3vDX1h7by7FOuw0bBZdtdw,2011-05-03 02:06:40,4.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2015-04-08 18:12:31,4.0,,,,,,,,,,,,,,,0.6705,,,,,
9fl7en6QK-ywmRQ7o1lxog,2019-10-30 19:33:14,1.0,,,,,,,,,,,,,,,,,,,,
aBc7WUj33_k1VqDPQ592lg,2019-12-09 00:48:09,1.0,,,,,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2017-07-13 20:43:28,1.0,,,,,,,,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2019-04-04 00:01:52,3.0,,,,,,,,,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2019-01-04 02:35:07,2.0,,,,,,,,,,,,,,,,,,,,
162wp2k2ifFFljhyzCU3iw,2015-06-16 15:12:34,3.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2020-06-29 18:25:35,3.0,,,,,,,,,,,,,-0.1531,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2018-08-20 22:14:45,5.0,,,,,,,,,,,,,0.5267,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2014-04-17 21:24:00,1.0,,,,,,,,,,,,,,,,,,,,
UCX4-4Z6z7bdgUwWjF7Oxg,2020-07-31 22:44:51,5.0,,,,,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2017-06-30 19:27:55,1.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2018-04-14 21:56:04,2.0,,,,,,,,,,,,,,,,,,,,
VhRMQHmdBvOU64RXmPG7ZQ,2019-11-17 00:36:20,1.0,,,,,,,,,,,,,,,,,,0.4815,,
m_6GK4EnjmNyaeKnyfULNQ,2018-01-30 23:59:20,1.0,,,,,,,,,,,,,,,,,,,0.3612,
UeTRBY9oOzD9FG5YHnDFRw,2019-04-05 00:18:20,1.0,,,,,,,,,,,,,0.21815,,,,,,,
QO3STMziAt4n10ZNBLYgbg,2017-12-29 20:09:57,1.0,,,,,,,,-0.2732,,,,,,,,,,,,
foo5OSd_H0xLGvCrtor4gA,2019-05-13 00:48:06,5.0,,,,,,,,,,,,,0.4404,,0.5859,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2020-10-02 02:38:37,2.0,,,,,,,,,,,,,,,,,,,,
tSe7YQcpsabdujdtZJe41Q,2020-01-23 23:58:29,1.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-12-10 00:19:59,1.0,,,,,,,,,,,,,,,,,,,,
m_6GK4EnjmNyaeKnyfULNQ,2020-06-27 18:48:32,1.0,,,,,,,,,,,,,,,,,,,0.5667,
3vDX1h7by7FOuw0bBZdtdw,2016-12-20 19:37:41,5.0,,,,,,,,,,,,,,,0.4019,,,,,
aBc7WUj33_k1VqDPQ592lg,2015-08-08 21:36:20,1.0,,,,,,,,0.6597,,,,,,,,,,,,-0.4767
VhRMQHmdBvOU64RXmPG7ZQ,2020-12-22 19:43:01,1.0,,,,,,,,,,,,,,,,,,,,
FGcAHfKn9es45UK2-2V8Vg,2017-11-03 19:00:32,1.0,,,,,,,,,,,,,,,,,,,,
9M7NW9QTuzuCuvLJtZu6AQ,2007-12-11 21:10:21,4.0,,,,,,,,,,,,,,,,,,,,
Wa7FaJyR0OKJJrou_FK7Iw,2019-02-24 23:05:12,1.0,,,,,,,,,,,,,,,,,,,,
leBIJOs_IqI_oNDfRZpVFg,2014-08-07 01:17:52,2.0,,,,,,,,,,,,,,,,,,,,
