business_id,date,stars,black,guac,fresh,water,cilantro,ingredient,corn,salsa,cooked,bowl,meal,tortilla,taste,amount,beans,veggie,salty,cheese,portion,taco,meat,lettuce,rice,lunch,sour cream,delicious,chicken,salad,size,scoop,burrito,chips,sauce,steak,stale,food
BSgn3PhOghLhyw00hdiQyQ,2016-03-27 04:10:08,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yUTF1l3m3V-TuGHoIbWMuA,2014-06-19 01:36:06,5.0,,,,,,,,,,,,,,,,,,,,,,,0.6369,,,,,,,,,,,,,0.6908
j_auWfMqHcOi6DiYg-RxLA,2014-01-07 15:47:55,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2023,,,,
j_auWfMqHcOi6DiYg-RxLA,2013-06-13 15:19:53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2331
ZSBqiuAgWLyV8lRJgDAARw,2013-11-10 17:52:59,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2018-07-16 23:02:21,5.0,,,0.3182,0.2732,,,,,,,,,,,,,,,0.3182,,,,,,,0.5719,,,,,,,,,,
1DqH1jYITwUvlVut_YBApg,2011-09-13 03:16:45,5.0,,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,,,,0.3612
j_auWfMqHcOi6DiYg-RxLA,2013-09-23 12:43:44,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0772
j_auWfMqHcOi6DiYg-RxLA,2014-08-05 15:44:23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2016-01-28 00:53:44,4.0,,,0.1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404
Hhc8Ix8sygBjqFbiO1c1TQ,2013-11-07 20:51:24,5.0,,,0.32739999999999997,,,,,,0.0516,,,,,,,,,,,,,,0.3182,,,,,,,,,,,0.3182,,0.4019
BSgn3PhOghLhyw00hdiQyQ,2016-06-29 21:08:42,1.0,,,,,,,,,,,,,,,,,,,,,,0.6124,,,,,,,,,,,-0.4019,,,-0.4019
GA82Hdfv2me7IYm4ojbzcg,2017-11-27 02:49:35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2013-11-02 17:15:33,4.0,,,,,,,,,,,,,,,,,,,0.4019,,,,0.3612,,,,,,,,,,,,,0.6249
BSgn3PhOghLhyw00hdiQyQ,2017-09-28 03:32:15,1.0,,-0.2732,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,-0.2732,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2017-05-09 02:01:23,1.0,,,,,,,,,,0.5994,,,,,,,,0.0772,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2008-10-23 03:42:00,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KpdYtK2KtLxEzYNW38XKZQ,2014-02-19 19:18:41,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2023
BSgn3PhOghLhyw00hdiQyQ,2015-06-30 22:47:00,1.0,,,,,,,,,,,,-0.2263,,,,,,,,,,,,,-0.2263,,,,,,,,,,,-0.4215
ZSBqiuAgWLyV8lRJgDAARw,2014-03-11 20:17:38,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2015-01-29 23:29:56,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2015-11-10 07:05:38,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-tmOCfQ4y_c64xjtNN3ug,2018-04-25 01:15:15,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.6249,,,,,,,,,,,,0.4404
Z6W09yz3d_FU1VQubdd43w,2014-05-21 00:26:09,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6249
ZSBqiuAgWLyV8lRJgDAARw,2014-08-30 18:54:49,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2015-06-07 19:52:29,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y6MHlJ9U1rBNRf5BkyDTKw,2015-06-05 00:47:26,4.0,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182
ducP3kcdUYG3anaB8QGByQ,2018-06-17 23:59:00,2.0,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2011-06-14 21:17:03,3.0,,0.3182,0.6705,,,,0.4588,0.4588,,,,,,,,,,,,0.4215,,,,,,0.5719,,,,,0.4967,,,,,
X-tmOCfQ4y_c64xjtNN3ug,2015-05-06 23:45:09,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2010-11-06 18:59:20,3.0,,,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,,,,,,,,,0.4404
Z6W09yz3d_FU1VQubdd43w,2015-11-05 01:06:09,2.0,,,,,,,,,,,,,,,,,,,,,0.4767,,,,,,,,,0.4767,,,,,,
1DqH1jYITwUvlVut_YBApg,2014-03-27 01:33:58,3.0,,,,,,0.7003,,,,0.6369,,,,,,,,,,,,,,,,,,,,,,0.6808,,,,
44lWPwdBCOU9nsApE9FbRA,2014-05-21 16:29:42,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0772,,,,,-0.1027
44lWPwdBCOU9nsApE9FbRA,2010-06-16 18:27:10,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2013-11-04 13:07:29,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2011-05-02 01:57:05,3.0,,,,,,,,,,,0.0382,,,,,,,,,,,,,,,0.5719,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2015-07-13 20:38:31,3.0,,,,,,0.53075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HaKhksuFqOkKNY2_AZvPuQ,2014-11-06 00:22:31,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404,,,,0.3612
Z6W09yz3d_FU1VQubdd43w,2016-09-27 02:48:42,5.0,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6249
Hhc8Ix8sygBjqFbiO1c1TQ,2013-01-16 20:00:21,4.0,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2018-05-06 01:29:26,1.0,,,,,,,0.4404,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5434
X-tmOCfQ4y_c64xjtNN3ug,2011-06-09 04:08:17,4.0,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA82Hdfv2me7IYm4ojbzcg,2016-09-04 01:41:32,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1027,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2015-08-15 14:15:45,3.0,,,,,,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA82Hdfv2me7IYm4ojbzcg,2017-07-05 22:09:06,2.0,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KpdYtK2KtLxEzYNW38XKZQ,2013-12-17 19:03:24,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6908,,0.6908,,,,
Z6W09yz3d_FU1VQubdd43w,2016-12-02 03:54:59,2.0,,,,,,,,,0.4767,,,,,0.3612,,,,,0.44504999999999995,,,,,,,,0.4767,,,,,,,0.4767,,0.18075
44lWPwdBCOU9nsApE9FbRA,2016-06-20 17:45:12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2015-07-15 00:20:02,1.0,,,,0.5656,,,,,,,0.6908,,,,,,,,,,,,,,,,,,,,0.4939,,,,,-0.4019
j_auWfMqHcOi6DiYg-RxLA,2018-02-07 18:07:21,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2014-03-29 21:55:11,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2017-08-05 23:08:05,4.0,,,0.6369,,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2015-06-28 01:20:39,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5994,,
j_auWfMqHcOi6DiYg-RxLA,2013-09-15 19:18:49,3.0,,,,,,,,,,,,,,,,,,,,,,,0.7713,,,,,,,,0.7579,,,,,0.4404
44lWPwdBCOU9nsApE9FbRA,2015-11-02 23:22:46,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5023,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2011-05-23 17:23:12,3.0,,-0.34,-0.003899999999999959,,,,,,,,,,0.5719,,,,,,,,,,,,,-0.6072,,,,,,,,,,0.6808
ducP3kcdUYG3anaB8QGByQ,2018-01-31 03:04:09,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2016-05-15 21:44:37,2.0,,,,,,,,,,-0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2017-09-27 19:44:54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296
j_auWfMqHcOi6DiYg-RxLA,2017-11-17 02:40:32,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-tmOCfQ4y_c64xjtNN3ug,2008-03-09 00:22:22,5.0,,,,,,,,,,,,,,,0.5095,,,,,0.5095,,,0.5095,,,,,,,,,,,,,0.3182
j_auWfMqHcOi6DiYg-RxLA,2012-02-21 03:15:04,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,,,,,
44lWPwdBCOU9nsApE9FbRA,2012-08-01 04:45:45,4.0,,-0.3612,,,,,,,,,,,,,,,,,,,,,,,,0.5719,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2013-01-22 04:14:28,5.0,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182
44lWPwdBCOU9nsApE9FbRA,2014-11-21 22:06:30,3.0,,,,,,,,,,,,,,,,,,,,,,,,0.55775,,,,,,,,,0.802,,,0.27795000000000003
BSgn3PhOghLhyw00hdiQyQ,2014-12-08 15:43:05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2017-09-16 19:48:31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2016-03-03 18:07:07,3.0,,,0.3182,,,,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,0.16170000000000004,,,,0.6249
j_auWfMqHcOi6DiYg-RxLA,2013-02-16 03:14:50,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-tmOCfQ4y_c64xjtNN3ug,2018-07-14 03:02:51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859,,,,,,-0.5859,,-0.40059999999999996
NIE_VL7oTdX0J9U0jxidLQ,2010-11-04 18:00:58,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ho0rwUdiR615Tk1FAb5FrQ,2018-07-13 17:08:39,1.0,,,,,,,,,,,,,,,-0.4063,,,,,,,,,,,,,,,,,,,,,-0.5574
j_auWfMqHcOi6DiYg-RxLA,2015-09-20 18:25:40,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2014-08-05 23:37:30,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2013-01-24 20:43:23,3.0,,,,,,,,,,,,,,,,,,,,,,,-0.1027,,,,,,,,,,,,,0.7506
HaKhksuFqOkKNY2_AZvPuQ,2017-09-18 15:13:49,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2007-03-11 23:00:23,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3612
yUTF1l3m3V-TuGHoIbWMuA,2016-08-20 18:18:51,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6W09yz3d_FU1VQubdd43w,2014-05-19 13:53:13,3.0,,,,,,0.4588,,,,0.1531,-0.1027,,,,,,,,,,,,0.1531,,,,,,,0.1531,,,,,,
6bT3RIGhz5mCjyiJV5wfgQ,2015-09-08 21:12:03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2013-03-09 21:28:15,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yUTF1l3m3V-TuGHoIbWMuA,2015-07-02 23:33:47,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2015-02-08 22:03:42,1.0,,,,,,,,,,-0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,
KpdYtK2KtLxEzYNW38XKZQ,2016-05-05 00:43:42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296
ZSBqiuAgWLyV8lRJgDAARw,2013-12-28 19:58:07,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,,,,,0.4939
Z6W09yz3d_FU1VQubdd43w,2014-02-03 17:58:52,5.0,,,,,,,,,,,,,,0.7269,,0.3612,,,,,0.3612,,,,,,,,,,,,,,,0.6249
BSgn3PhOghLhyw00hdiQyQ,2015-02-14 14:29:46,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_dx-TZFpEiHBHVuB8m1_gg,2017-06-15 16:15:15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5859
ho0rwUdiR615Tk1FAb5FrQ,2018-08-11 17:49:05,3.0,,,,,,,,,,0.049800000000000004,,,,,,,,,,,0.1027,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2009-12-17 16:24:19,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7845,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2016-11-09 18:09:33,2.0,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,0.068,,,,,
KpdYtK2KtLxEzYNW38XKZQ,2017-04-14 14:01:20,4.0,,,,,,,,,,,,,,,,,,,,,,,,-0.296,,,,,,,,,,,,
6bT3RIGhz5mCjyiJV5wfgQ,2017-07-27 22:32:15,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6bT3RIGhz5mCjyiJV5wfgQ,2011-04-16 04:52:36,4.0,,,,,,,,,,,,,,,,0.0572,,,,,,,0.6369,,,,,,,,0.6369,,,,,
j_auWfMqHcOi6DiYg-RxLA,2009-07-31 17:23:39,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2008-11-20 18:40:25,4.0,,,0.5267,,,,0.6597,0.40080000000000005,,,,,,,,,,,,,0.5267,,,,,0.5719,,,,0.5859,0.05295,,,,,
HaKhksuFqOkKNY2_AZvPuQ,2019-01-09 17:32:40,2.0,,,,,,,0.1531,,,-0.1695,,,,,,,,,,,,,,,,,,,,0.1531,,,,,,-0.1695
BSgn3PhOghLhyw00hdiQyQ,2018-12-03 04:58:17,4.0,,,0.3182,,,,,,,,,,,,,,,,,0.4215,,,,,,,0.4215,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2013-04-29 01:01:57,2.0,,,,,,,,,,,,,,-0.5994,,,,,,,,,,,-0.5994,,,,,,,,,,,0.3612
j_auWfMqHcOi6DiYg-RxLA,2018-10-10 19:53:09,1.0,,,,,,-0.4767,,,,-0.4767,,,,,,,,,,,,,,,,,,,,,-0.4767,,,,,
ducP3kcdUYG3anaB8QGByQ,2018-11-08 21:32:04,1.0,,,,,,,,,,,,,,,,,,,0.1779,,,,,,,,,,,,,,,,,
1DqH1jYITwUvlVut_YBApg,2014-10-25 00:27:12,5.0,,,0.6937500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5955
j_auWfMqHcOi6DiYg-RxLA,2018-01-19 18:53:30,2.0,,,,,,,,,,,0.5798666666666668,,,,,,,,,,,,,,,,,,,,-0.296,,,,,
j_auWfMqHcOi6DiYg-RxLA,2018-02-19 14:07:45,4.0,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182
yUTF1l3m3V-TuGHoIbWMuA,2017-03-26 22:40:00,2.0,,0.3612,,,,,,,,,,,,,0.3612,,,,-0.1779,,,,,,,,0.3612,,,,0.12925,,,,,0.5106
j_auWfMqHcOi6DiYg-RxLA,2011-07-26 18:01:39,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5719,,,,,,,,0.4404
Y6MHlJ9U1rBNRf5BkyDTKw,2008-06-03 13:29:38,4.0,,0.3832,,,,,,0.25,,,,,,,,,0.3612,,,,,,,,,,,,,,-0.42594999999999994,,,0.4215,,
44lWPwdBCOU9nsApE9FbRA,2012-01-26 04:16:18,1.0,,,,,,,,,,,,,,,,,,-0.5423,,,,,,,,,,,,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2011-05-23 15:13:55,5.0,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,0.4236333333333333
j_auWfMqHcOi6DiYg-RxLA,2014-02-04 16:53:18,1.0,,,,,,-0.48385,,,,,,,,,,,,,,,,,-0.2755,,,,-0.3182,,,,0.2732,,,,,
KpdYtK2KtLxEzYNW38XKZQ,2017-05-23 18:24:31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2018-01-21 01:38:45,1.0,,,,,,,,,,,,,,,,,,,,-0.296,,,,,,,,,,,-0.3182,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2014-07-08 02:56:58,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404
Y6MHlJ9U1rBNRf5BkyDTKw,2011-06-21 20:31:19,2.0,,,,,,,,,,-0.4351,,,,,,,,,,,,,,,,,,,,,0.6369,,,,,
BSgn3PhOghLhyw00hdiQyQ,2012-03-22 05:18:59,4.0,,,,,,,,,,,,,,,,,,,0.5106,,,,,-0.2732,,,,,,,0.4939,,,,,0.6369
ZSBqiuAgWLyV8lRJgDAARw,2014-07-26 14:22:10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1695
X-tmOCfQ4y_c64xjtNN3ug,2008-03-23 18:43:18,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016499999999999987,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2018-08-02 21:32:29,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2018-04-27 02:35:06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2017-06-16 00:15:57,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2015-10-07 17:01:32,2.0,,,,,,,,,,,,,-0.3818,,,,,,,,,,,,,,,,,,,,,,,
ho0rwUdiR615Tk1FAb5FrQ,2017-07-18 17:18:02,5.0,,,,,,,,,,,,,,,,,,,,,,,,0.12294999999999998,,,,,,,,,,,,0.4927
NIE_VL7oTdX0J9U0jxidLQ,2012-12-27 17:37:02,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2755,,,,,
44lWPwdBCOU9nsApE9FbRA,2014-05-21 17:12:28,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.6249,,,,,,,,,,,,0.80655
KpdYtK2KtLxEzYNW38XKZQ,2017-05-24 00:41:23,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HaKhksuFqOkKNY2_AZvPuQ,2018-08-04 02:00:49,1.0,,,,,,,,,,,,,,,,,,,,,,,-0.1027,,,,,,,,,,,,,
yUTF1l3m3V-TuGHoIbWMuA,2015-05-07 16:48:22,5.0,,0.6369,,,,,,,,-0.2975,0.6249,,0.7424999999999999,,,,,,,,,,,,,,,,,,0.1637,0.8481,,,,
44lWPwdBCOU9nsApE9FbRA,2014-09-13 00:05:48,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6W09yz3d_FU1VQubdd43w,2016-07-25 01:09:50,4.0,,,,,,,,,,0.3612,,,,,,,,,,,,,,,,,,,,,,,,0.3612,,
X-tmOCfQ4y_c64xjtNN3ug,2017-11-30 13:05:14,5.0,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2008-11-13 00:04:06,4.0,,-0.128,,,,,,,,-0.128,,,,,,,,-0.128,,,0.6249,,,,,0.5719,,,,,-0.128,,,,,
yUTF1l3m3V-TuGHoIbWMuA,2015-08-05 17:06:38,3.0,,,,,,,,,0.3612,,,,,,,,,,,,0.3612,,0.3612,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2011-03-17 21:46:56,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2018-09-22 21:35:59,1.0,,0.7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7269,,,,
Z6W09yz3d_FU1VQubdd43w,2014-08-08 17:59:17,5.0,,0.6249,,,,,,,,,,,,,,,,,,,0.6249,,,,,,0.6249,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2016-08-03 00:40:52,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4019
Z6W09yz3d_FU1VQubdd43w,2012-09-04 17:55:37,4.0,,,,,,,,,,,,,,,,,,,0.4215,,,,,,,,,,0.4215,,,,,,,0.4404
HaKhksuFqOkKNY2_AZvPuQ,2014-10-26 19:34:31,4.0,,,,,,,,,-0.5279,,,,,,,,,,,,,,-0.5279,,,,,,,,,,,,,0.45855
BSgn3PhOghLhyw00hdiQyQ,2014-07-25 22:43:44,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5994,0.0772,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2014-05-07 00:06:04,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404
KpdYtK2KtLxEzYNW38XKZQ,2018-07-03 00:56:07,1.0,,,,,,,,,,,,,,,,,,,0.3612,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2018-01-06 20:48:38,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-tmOCfQ4y_c64xjtNN3ug,2018-11-24 14:44:59,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4173
ducP3kcdUYG3anaB8QGByQ,2018-10-19 01:08:51,1.0,,,,,,,,,,0.2732,,,,,,,,,,,,,,,,,,,,,0.2732,,,,,-0.1146
yUTF1l3m3V-TuGHoIbWMuA,2017-04-27 23:01:15,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6W09yz3d_FU1VQubdd43w,2014-07-12 23:26:11,1.0,,,,,,,,,,,,-0.5423,,,,,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2016-11-05 23:31:07,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-tmOCfQ4y_c64xjtNN3ug,2014-08-19 21:03:35,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-tmOCfQ4y_c64xjtNN3ug,2014-11-10 04:26:41,3.0,,,,-0.2023,,,,-0.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4166
Hhc8Ix8sygBjqFbiO1c1TQ,2018-10-18 16:18:36,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2017-09-17 19:30:35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2016-06-08 04:49:40,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.70395,,,,,,,,,,0.891
Z6W09yz3d_FU1VQubdd43w,2016-05-27 18:57:34,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00366666666666667,,,-0.1421,
_dx-TZFpEiHBHVuB8m1_gg,2015-03-31 22:25:17,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_dx-TZFpEiHBHVuB8m1_gg,2016-12-29 21:29:13,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KpdYtK2KtLxEzYNW38XKZQ,2018-12-22 00:21:24,3.0,,,,,,,,,,-0.3818,,-0.3818,,,,,,,,,,,0.0516,,0.2023,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2018-11-26 17:36:44,4.0,,0.5106,0.3182,,,0.3182,,,,,,,,,,,,,,,,,,0.3182,0.3182,,,,,,0.3397,,0.3182,,,
j_auWfMqHcOi6DiYg-RxLA,2012-09-10 04:46:28,4.0,,,,,,,,,,,,,,,,,,,,,,,-0.2732,,,,,,,,-0.2732,,,,,0.2023
j_auWfMqHcOi6DiYg-RxLA,2014-03-31 21:42:49,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6249
_dx-TZFpEiHBHVuB8m1_gg,2019-02-08 22:39:30,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7845
1DqH1jYITwUvlVut_YBApg,2017-04-05 22:20:28,2.0,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5106
NIE_VL7oTdX0J9U0jxidLQ,2011-02-07 17:48:56,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ducP3kcdUYG3anaB8QGByQ,2017-12-01 00:48:39,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2263
j_auWfMqHcOi6DiYg-RxLA,2015-07-26 22:05:22,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404
NIE_VL7oTdX0J9U0jxidLQ,2009-09-12 17:49:48,5.0,,,0.7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,,,,,
ducP3kcdUYG3anaB8QGByQ,2019-03-12 05:18:00,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
